geneSymbol	diseaseName
ACTBP2	Primary malignant neoplasm of lung
ACTC1	Malignant neoplasm of breast
ACTC1	Glioblastoma
ACTC1	Glioma
ACTC1	Malignant neoplasm of stomach
ACTC1	Adult Glioblastoma
ACTC1	Childhood Glioblastoma
ACTC1	Condition, Preneoplastic
ACTC1	Malignant neoplasm of prostate
ACTC1	Prostate carcinoma
ACTC1	Breast Carcinoma
ACTC1	Glioblastoma Multiforme
ACTC1	Hereditary Diffuse Gastric Cancer
ACTG1	Malignant neoplasm of breast
ACTG1	Malignant tumor of colon
ACTG1	Malignant neoplasm of skin
ACTG1	Non-Small Cell Lung Carcinoma
ACTG1	Renal Cell Carcinoma
ACTG1	Glioblastoma
ACTG1	Glioma
ACTG1	Fibroid Tumor
ACTG1	leukemia
ACTG1	Acute lymphocytic leukemia
ACTG1	Neuroblastoma
ACTG1	Anaplastic carcinoma
ACTG1	Carcinoma, Spindle-Cell
ACTG1	Undifferentiated carcinoma
ACTG1	Adrenocortical carcinoma
ACTG1	Gastrointestinal Carcinoid Tumor
ACTG1	Adult Liver Carcinoma
ACTG1	Carcinoma breast stage IV
ACTG1	Adult Glioblastoma
ACTG1	Liver and Intrahepatic Biliary Tract Carcinoma
ACTG1	Squamous cell carcinoma of esophagus
ACTG1	Conventional (Clear Cell) Renal Cell Carcinoma
ACTG1	Childhood Glioblastoma
ACTG1	Adenocarcinoma of colon
ACTG1	Malignant neoplasm of liver
ACTG1	Malignant neoplasm of adrenal cortex
ACTG1	Malignant neoplasm of prostate
ACTG1	Prostate carcinoma
ACTG1	Stage III Colorectal Cancer
ACTG1	Breast Carcinoma
ACTG1	Colon Carcinoma
ACTG1	Central neuroblastoma
ACTG1	ovarian neoplasm
ACTG1	Malignant neoplasm of ovary
ACTG1	Squamous cell carcinoma of the head and neck
ACTG1	Mammary Carcinoma, Animal
ACTG1	Childhood Leukemia
ACTG1	Glioblastoma Multiforme
ACTG1	Precursor Cell Lymphoblastic Leukemia Lymphoma
ACTG1	Stage IIA Colon Cancer AJCC v7
ACTG1	Liver carcinoma
ACTG1	Stage III Colorectal Cancer AJCC v7
ACTG1	Childhood Neuroblastoma
ACTG1	Stage IIA Colon Cancer AJCC v8
ACTG1	Secondary malignant neoplasm of colon and/or rectum
ACTG1	Carcinoma, Ovarian Epithelial
ACTG1	malignant neoplasm of large intestine stage IIa
ACTG2	Anaplasia
ACTG2	Malignant neoplasm of breast
ACTG2	Malignant tumor of colon
ACTG2	Renal Cell Carcinoma
ACTG2	Glioblastoma
ACTG2	Glioma
ACTG2	Heart Neoplasm
ACTG2	Osteosarcoma
ACTG2	Adrenocortical carcinoma
ACTG2	Gastrointestinal Carcinoid Tumor
ACTG2	Adult Liver Carcinoma
ACTG2	Carcinoma breast stage IV
ACTG2	Adult Glioblastoma
ACTG2	Liver and Intrahepatic Biliary Tract Carcinoma
ACTG2	Squamous cell carcinoma of esophagus
ACTG2	Conventional (Clear Cell) Renal Cell Carcinoma
ACTG2	Childhood Glioblastoma
ACTG2	Malignant neoplasm of liver
ACTG2	Malignant neoplasm of adrenal cortex
ACTG2	Malignant neoplasm of prostate
ACTG2	Osteosarcoma of bone
ACTG2	Prostate carcinoma
ACTG2	Stage III Colorectal Cancer
ACTG2	Breast Carcinoma
ACTG2	Malignant Pleural Mesothelioma
ACTG2	ovarian neoplasm
ACTG2	Malignant neoplasm of ovary
ACTG2	Squamous cell carcinoma of the head and neck
ACTG2	Childhood Osteosarcoma
ACTG2	Glioblastoma Multiforme
ACTG2	Stage IIA Colon Cancer AJCC v7
ACTG2	Liver carcinoma
ACTG2	Stage III Colorectal Cancer AJCC v7
ACTG2	Stage IIA Colon Cancer AJCC v8
ACTG2	Secondary malignant neoplasm of colon and/or rectum
ACTG2	Carcinoma, Ovarian Epithelial
ACTG2	malignant neoplasm of large intestine stage IIa
ACTN4	Astrocytoma
ACTN4	Malignant neoplasm of urinary bladder
ACTN4	Bladder Neoplasm
ACTN4	Malignant neoplasm of breast
ACTN4	Malignant neoplasm of endometrium
ACTN4	Non-Small Cell Lung Carcinoma
ACTN4	Squamous cell carcinoma
ACTN4	Malignant tumor of cervix
ACTN4	Colorectal Carcinoma
ACTN4	Glioblastoma
ACTN4	Glioma
ACTN4	Acute lymphocytic leukemia
ACTN4	Malignant neoplasm of stomach
ACTN4	melanoma
ACTN4	Nephroblastoma
ACTN4	Neuroblastoma
ACTN4	Osteosarcoma
ACTN4	Ovarian Carcinoma
ACTN4	Small cell carcinoma of lung
ACTN4	Adenocarcinoma of lung (disorder)
ACTN4	Malignant neoplasm of tongue
ACTN4	Secondary malignant neoplasm of lung
ACTN4	Anaplastic carcinoma
ACTN4	Carcinoma, Spindle-Cell
ACTN4	Undifferentiated carcinoma
ACTN4	Adenocarcinoma, Clear Cell
ACTN4	Follicular thyroid carcinoma
ACTN4	Metastatic malignant neoplasm to brain
ACTN4	Pancreatic carcinoma
ACTN4	Malignant neoplasm of lung
ACTN4	Stage IV Ovarian Carcinoma
ACTN4	Adult Glioblastoma
ACTN4	Squamous cell carcinoma of esophagus
ACTN4	Childhood Glioblastoma
ACTN4	Cervix carcinoma
ACTN4	Malignant neoplasm of pancreas
ACTN4	Secondary malignant neoplasm of peritoneum
ACTN4	Endometrial Carcinoma
ACTN4	Tongue Carcinoma
ACTN4	Osteosarcoma of bone
ACTN4	Breast Carcinoma
ACTN4	Carcinoma of lung
ACTN4	Secondary malignant neoplasm of lymph node
ACTN4	Stomach Carcinoma
ACTN4	Carcinoma of bladder
ACTN4	Central neuroblastoma
ACTN4	Adenocarcinoma of lung, stage I
ACTN4	Carcinoma, Pancreatic Ductal
ACTN4	ovarian neoplasm
ACTN4	Salivary gland carcinoma
ACTN4	Invasive Ductal Breast Carcinoma
ACTN4	Malignant neoplasm of ovary
ACTN4	Mammary Carcinoma, Animal
ACTN4	Primary malignant neoplasm of lung
ACTN4	Cerebellar hemangioblastoma
ACTN4	Childhood Osteosarcoma
ACTN4	Childhood Kidney Wilms Tumor
ACTN4	Carcinoma of urinary bladder, superficial
ACTN4	Glioblastoma Multiforme
ACTN4	Invasive Cutaneous Melanoma
ACTN4	Carcinoma of urinary bladder, invasive
ACTN4	Precursor Cell Lymphoblastic Leukemia Lymphoma
ACTN4	Liver carcinoma
ACTN4	Clear-cell metastatic renal cell carcinoma
ACTN4	cervical cancer
ACTN4	Childhood Astrocytoma
ACTN4	Childhood Neuroblastoma
ACTN4	Carcinoma, Ovarian Epithelial
ACTN4	Malignant neoplasm of colon and/or rectum
ACTL6A	Malignant tumor of colon
ACTL6A	Squamous cell carcinoma
ACTL6A	Glioma
ACTL6A	Acute Promyelocytic Leukemia
ACTL6A	Osteosarcoma
ACTL6A	Rhabdomyosarcoma
ACTL6A	Childhood Rhabdomyosarcoma
ACTL6A	Adult Rhabdomyosarcoma
ACTL6A	Squamous cell carcinoma of esophagus
ACTL6A	Cervix carcinoma
ACTL6A	Malignant neoplasm of prostate
ACTL6A	Osteosarcoma of bone
ACTL6A	Prostate carcinoma
ACTL6A	Colon Carcinoma
ACTL6A	ovarian neoplasm
ACTL6A	Malignant neoplasm of ovary
ACTL6A	Squamous cell carcinoma of the head and neck
ACTL6A	Childhood Osteosarcoma
ACTL6A	Liver carcinoma
ACTL6A	Colon adenoma
ACTL6A	Carcinoma, Ovarian Epithelial
ACTN1	Astrocytoma
ACTN1	Malignant neoplasm of urinary bladder
ACTN1	Bladder Neoplasm
ACTN1	Malignant neoplasm of breast
ACTN1	Carcinoma, Endometrioid
ACTN1	Breast Carcinoma
ACTN1	Carcinoma of bladder
ACTN1	Basal-Like Breast Carcinoma
ACTN1	Childhood Astrocytoma
ACTN2	Polycythemia Vera
ACTN3	ovarian neoplasm
ACTN3	Malignant neoplasm of ovary
ACTN3	Carcinoma, Ovarian Epithelial
ACVR1	Astrocytoma
ACVR1	Malignant neoplasm of breast
ACVR1	Renal Cell Carcinoma
ACVR1	Squamous cell carcinoma
ACVR1	Malignant tumor of cervix
ACVR1	Colorectal Carcinoma
ACVR1	Glioma
ACVR1	Hamartoma
ACVR1	melanoma
ACVR1	Pancreatic Neoplasm
ACVR1	Pheochromocytoma
ACVR1	Seminoma
ACVR1	Esophageal carcinoma
ACVR1	Subependymal Giant Cell Astrocytoma
ACVR1	Myofibromatosis
ACVR1	Adenocarcinoma, Clear Cell
ACVR1	Childhood Brain Neoplasm
ACVR1	Gastrointestinal Carcinoid Tumor
ACVR1	Pancreatic carcinoma
ACVR1	mixed gliomas
ACVR1	Gastric Adenocarcinoma
ACVR1	Juvenile Pilocytic Astrocytoma
ACVR1	Diffuse Astrocytoma
ACVR1	Cervix carcinoma
ACVR1	Anaplastic astrocytoma
ACVR1	Protoplasmic astrocytoma
ACVR1	Gemistocytic astrocytoma
ACVR1	Fibrillary Astrocytoma
ACVR1	Pilocytic Astrocytoma
ACVR1	Childhood Cerebral Astrocytoma
ACVR1	Malignant neoplasm of pancreas
ACVR1	Malignant neoplasm of prostate
ACVR1	Mixed oligoastrocytoma
ACVR1	Malignant Glioma
ACVR1	Leukemogenesis
ACVR1	Prostate carcinoma
ACVR1	Brain Stem Glioma
ACVR1	Breast Carcinoma
ACVR1	Cerebral Astrocytoma
ACVR1	Intracranial Astrocytoma
ACVR1	Stromal Neoplasm
ACVR1	ovarian neoplasm
ACVR1	Mammary Neoplasms, Human
ACVR1	Atypical Lipoma
ACVR1	Chronic myeloproliferative disorder
ACVR1	Anaplastic Large Cell Lymphoma, ALK-Positive
ACVR1	Childhood Brain Stem Neoplasm
ACVR1	Grade I Chondrosarcoma
ACVR1	Grade I Astrocytoma
ACVR1	Myeloid/Lymphoid Neoplasms with FGFR1 Rearrangement
ACVR1	Diffuse Intrinsic Pontine Glioma
ACVR1	Triple Negative Breast Neoplasms
ACVR1	cervical cancer
ACVR1	Childhood Astrocytoma
ACVR1	Adrenal Gland Pheochromocytoma
ACVR1	Mammary Carcinoma, Human
ACVR1	High grade glioma
ACVR1	Triple-Negative Breast Carcinoma
ACVR1B	Malignant neoplasm of urinary bladder
ACVR1B	Bladder Neoplasm
ACVR1B	Malignant neoplasm of thyroid
ACVR1B	Squamous cell carcinoma
ACVR1B	Glioma
ACVR1B	Pancreatic Neoplasm
ACVR1B	Pheochromocytoma
ACVR1B	Seminoma
ACVR1B	Adenocarcinoma of lung (disorder)
ACVR1B	Pancreatic carcinoma
ACVR1B	Adenocarcinoma of small intestine
ACVR1B	Malignant mesothelioma
ACVR1B	Malignant neoplasm of pancreas
ACVR1B	Thyroid carcinoma
ACVR1B	Breast Carcinoma
ACVR1B	Carcinoma of lung
ACVR1B	Carcinoma of bladder
ACVR1B	Triple Negative Breast Neoplasms
ACVR1B	Pancreatic Intraductal Papillary Mucinous Neoplasm
ACVR1B	Adrenal Gland Pheochromocytoma
ACVR1B	Triple-Negative Breast Carcinoma
ACVR2A	Malignant neoplasm of breast
ACVR2A	Malignant tumor of colon
ACVR2A	Chondromatosis, Synovial
ACVR2A	Chondrosarcoma
ACVR2A	Colorectal Carcinoma
ACVR2A	Multiple Myeloma
ACVR2A	Stage 0 Breast Carcinoma
ACVR2A	Osteochondromatosis
ACVR2A	Cervical Intraepithelial Neoplasia
ACVR2A	Gastric Adenocarcinoma
ACVR2A	Adenocarcinoma of small intestine
ACVR2A	Malignant neoplasm of pancreas
ACVR2A	Malignant neoplasm of prostate
ACVR2A	Prostate carcinoma
ACVR2A	Breast Carcinoma
ACVR2A	Malignant neoplasm of gastrointestinal tract
ACVR2A	Colon Carcinoma
ACVR2A	Benign chondrogenic neoplasm
ACVR2A	Chondroma
ACVR2A	Cervical Squamous Intraepithelial Neoplasia
ACVR2A	Hereditary Nonpolyposis Colorectal Cancer
ACVR2A	Cancer cachexia
ACVR2A	Stage 0 Breast Cancer AJCC v6 and v7
ACVR2A	Microsatellite instability-high colorectal cancer
ACVR2A	Malignant neoplasm of colon and/or rectum
ACVR2B	Malignant neoplasm of breast
ACVR2B	Renal Cell Carcinoma
ACVR2B	Nephroblastoma
ACVR2B	Seminoma
ACVR2B	Esophageal carcinoma
ACVR2B	Breast Carcinoma
ACVR2B	Endometrial adenocarcinoma
ACVR2B	Renal carcinoma
ACVR2B	Cancer cachexia
ACVRL1	Anaplasia
ACVRL1	Cutaneous Fibrous Histiocytoma
ACVRL1	Malignant neoplasm of breast
ACVRL1	Non-Small Cell Lung Carcinoma
ACVRL1	Renal Cell Carcinoma
ACVRL1	Colorectal Carcinoma
ACVRL1	Hemangioma, Cavernous
ACVRL1	Hodgkin Disease
ACVRL1	Angioimmunoblastic Lymphadenopathy
ACVRL1	leiomyosarcoma
ACVRL1	leukemia
ACVRL1	Lymphoma, Follicular
ACVRL1	melanoma
ACVRL1	Multiple Myeloma
ACVRL1	Neuroblastoma
ACVRL1	Pancreatic Neoplasm
ACVRL1	Rhabdomyosarcoma
ACVRL1	Diffuse Large B-Cell Lymphoma
ACVRL1	T-Cell Lymphoma
ACVRL1	Peripheral T-Cell Lymphoma
ACVRL1	Ki-1+ Anaplastic Large Cell Lymphoma
ACVRL1	Histiocytoma, Benign Fibrous
ACVRL1	Desmoplastic fibroma
ACVRL1	Childhood Rhabdomyosarcoma
ACVRL1	Adult Liver Carcinoma
ACVRL1	Metastatic malignant neoplasm to brain
ACVRL1	Pancreatic carcinoma
ACVRL1	Adult Leiomyosarcoma
ACVRL1	Adult Malignant Peripheral Nerve Sheath Tumor
ACVRL1	Metastatic Renal Cell Cancer
ACVRL1	Malignant Head and Neck Neoplasm
ACVRL1	Liver and Intrahepatic Biliary Tract Carcinoma
ACVRL1	Adult Rhabdomyosarcoma
ACVRL1	Conventional (Clear Cell) Renal Cell Carcinoma
ACVRL1	Childhood Leiomyosarcoma
ACVRL1	Childhood Malignant Peripheral Nerve Sheath Tumor
ACVRL1	Inflammatory Myofibroblastic Tumor
ACVRL1	Malignant Fibrous Histiocytoma
ACVRL1	Arteriovenous hemangioma
ACVRL1	Juvenile polyposis syndrome
ACVRL1	Malignant neoplasm of liver
ACVRL1	Atypical fibroxanthoma of skin
ACVRL1	Malignant neoplasm of prostate
ACVRL1	Prostate carcinoma
ACVRL1	Breast Carcinoma
ACVRL1	Secondary malignant neoplasm of lymph node
ACVRL1	Central neuroblastoma
ACVRL1	Malignant Peripheral Nerve Sheath Tumor
ACVRL1	Squamous cell carcinoma of the head and neck
ACVRL1	Myofibroma (morphologic abnormality)
ACVRL1	Histiocytoma, Angiomatoid Fibrous
ACVRL1	Cutaneous lymphoma
ACVRL1	Primary Cutaneous Anaplastic Large Cell Lymphoma
ACVRL1	Primary cutaneous lymphoma
ACVRL1	Anaplastic Large Cell Lymphoma, ALK-Positive
ACVRL1	Adult Anaplastic Large Cell Lymphoma
ACVRL1	Adult Lymphoma
ACVRL1	Adult Primary Cutaneous Anaplastic Large Cell Lymphoma
ACVRL1	Childhood Anaplastic Large Cell Lymphoma
ACVRL1	Childhood Leukemia
ACVRL1	Childhood Lymphoma
ACVRL1	Pancreatic Ductal Adenocarcinoma
ACVRL1	Systemic Anaplastic Large Cell Lymphoma
ACVRL1	Solitary Myofibromatosis
ACVRL1	Liver carcinoma
ACVRL1	Refractory Cytopenia of Childhood
ACVRL1	Nasopharyngeal carcinoma
ACVRL1	Head and Neck Carcinoma
ACVRL1	Childhood Neuroblastoma
ACVRL1	Secondary malignant neoplasm of colon and/or rectum
ACVRL1	Metastatic Renal Cell Carcinoma
ACVRL1	Malignant neoplasm of colon and/or rectum
ACVRL1	Advanced Renal Cell Carcinoma
ACY1	Malignant neoplasm of breast
ACY1	Adenocarcinoma of prostate
ACY1	Non-Small Cell Lung Carcinoma
ACY1	Renal Cell Carcinoma
ACY1	Colorectal Carcinoma
ACY1	Neuroblastoma
ACY1	Retinoblastoma
ACY1	Small cell carcinoma of lung
ACY1	Conventional (Clear Cell) Renal Cell Carcinoma
ACY1	Condition, Preneoplastic
ACY1	Central neuroblastoma
ACY1	Chromophobe Renal Cell Carcinoma
ACY1	Sarcomatoid Renal Cell Carcinoma
ACY1	Collecting Duct Carcinoma of the Kidney
ACY1	Papillary Renal Cell Carcinoma
ACY1	Childhood Neuroblastoma
ACY1	Malignant neoplasm of colon and/or rectum
ACYP2	Malignant neoplasm of breast
ACYP2	Renal Cell Carcinoma
ACYP2	Colorectal Carcinoma
ACYP2	Glioma
ACYP2	Malignant neoplasm of stomach
ACYP2	Osteosarcoma
ACYP2	Esophageal carcinoma
ACYP2	Adult Liver Carcinoma
ACYP2	Malignant neoplasm of lung
ACYP2	Liver and Intrahepatic Biliary Tract Carcinoma
ACYP2	Laryngeal Squamous Cell Carcinoma
ACYP2	Malignant neoplasm of liver
ACYP2	Osteosarcoma of bone
ACYP2	Breast Carcinoma
ACYP2	Carcinoma of lung
ACYP2	Malignant neoplasm of gastrointestinal tract
ACYP2	Stomach Carcinoma
ACYP2	Malignant neoplasm of kidney
ACYP2	Primary malignant neoplasm of lung
ACYP2	Childhood Osteosarcoma
ACYP2	Childhood Renal Cell Carcinoma
ACYP2	Malignant neoplasm of colon and/or rectum
ADA	Malignant neoplasm of breast
ADA	Malignant tumor of colon
ADA	Non-Small Cell Lung Carcinoma
ADA	Renal Cell Carcinoma
ADA	Squamous cell carcinoma
ADA	Chordoma
ADA	Choriocarcinoma
ADA	Colorectal Carcinoma
ADA	Glioblastoma
ADA	Glioma
ADA	Hamartoma Syndrome, Multiple
ADA	Hydatidiform Mole
ADA	Kidney Neoplasm
ADA	leukemia
ADA	Chronic Lymphocytic Leukemia
ADA	Hairy Cell Leukemia
ADA	Acute lymphocytic leukemia
ADA	Childhood Acute Lymphoblastic Leukemia
ADA	Myeloid Leukemia, Chronic
ADA	Reticulosarcoma
ADA	melanoma
ADA	Mesothelioma
ADA	Diffuse Large B-Cell Lymphoma
ADA	T-Cell Lymphoma
ADA	Small cell carcinoma of lung
ADA	Adenocarcinoma of lung (disorder)
ADA	Dermatofibrosarcoma
ADA	Malignant neoplasm of lung
ADA	Carcinoma, Small Cell
ADA	Endometrioma
ADA	Adult Glioblastoma
ADA	Cervical Squamous Cell Carcinoma
ADA	Conventional (Clear Cell) Renal Cell Carcinoma
ADA	Acute Undifferentiated Leukemia
ADA	Childhood Glioblastoma
ADA	Histiocytic sarcoma
ADA	Juvenile polyposis syndrome
ADA	Malignant mesothelioma
ADA	Malignant neoplasm of prostate
ADA	Dermatofibrosarcoma Protuberans
ADA	Prostate carcinoma
ADA	Breast Carcinoma
ADA	Carcinoma of lung
ADA	Colon Carcinoma
ADA	Adult Acute Lymphocytic Leukemia
ADA	Malignant Peripheral Nerve Sheath Tumor
ADA	Malignant Pleural Mesothelioma
ADA	Squamous cell carcinoma of the head and neck
ADA	Atypical Teratoid Rhabdoid Tumor
ADA	Primary malignant neoplasm of lung
ADA	Bone marrow myeloid dysplasia
ADA	Adult Lymphoma
ADA	Childhood Leukemia
ADA	Childhood Lymphoma
ADA	Pancreatic Ductal Adenocarcinoma
ADA	Undifferentiated leukemia
ADA	Skin Carcinogenesis
ADA	Glioblastoma Multiforme
ADA	Precursor Cell Lymphoblastic Leukemia Lymphoma
ADA	Liver carcinoma
ADA	Giant Cell Fibroblastoma
ADA	Refractory Acute Leukemia
ADAM8	Malignant neoplasm of breast
ADAM8	Renal Cell Carcinoma
ADAM8	Squamous cell carcinoma
ADAM8	Chondrosarcoma
ADAM8	Colorectal Carcinoma
ADAM8	Glioblastoma
ADAM8	Myeloid Leukemia, Chronic
ADAM8	Malignant neoplasm of stomach
ADAM8	Medulloblastoma
ADAM8	Pancreatic Neoplasm
ADAM8	Malignant neoplasm of brain
ADAM8	Metastatic malignant neoplasm to brain
ADAM8	Pancreatic carcinoma
ADAM8	Malignant neoplasm of lung
ADAM8	Childhood Medulloblastoma
ADAM8	Adult Medulloblastoma
ADAM8	Conventional (Clear Cell) Renal Cell Carcinoma
ADAM8	Malignant neoplasm of pancreas
ADAM8	Malignant neoplasm of prostate
ADAM8	Prostate carcinoma
ADAM8	Breast Carcinoma
ADAM8	Carcinoma of lung
ADAM8	Stomach Carcinoma
ADAM8	Brain Tumor, Primary
ADAM8	Primary malignant neoplasm of lung
ADAM8	Pancreatic Ductal Adenocarcinoma
ADAM8	Glioblastoma Multiforme
ADAM8	Liver carcinoma
ADAM8	Triple Negative Breast Neoplasms
ADAM8	Triple-Negative Breast Carcinoma
ADAM10	Malignant neoplasm of urinary bladder
ADAM10	Bladder Neoplasm
ADAM10	Malignant neoplasm of breast
ADAM10	Malignant tumor of colon
ADAM10	Merkel cell carcinoma
ADAM10	Non-Small Cell Lung Carcinoma
ADAM10	Renal Cell Carcinoma
ADAM10	Squamous cell carcinoma
ADAM10	Malignant tumor of cervix
ADAM10	Colorectal Carcinoma
ADAM10	Adenoid Cystic Carcinoma
ADAM10	Glioblastoma
ADAM10	Glioma
ADAM10	Hodgkin Disease
ADAM10	leukemia
ADAM10	Malignant neoplasm of stomach
ADAM10	melanoma
ADAM10	Mesothelioma
ADAM10	Neuroblastoma
ADAM10	Diffuse Large B-Cell Lymphoma
ADAM10	Secondary malignant neoplasm of lung
ADAM10	Klatskin Tumor
ADAM10	Adult Hodgkin Lymphoma
ADAM10	Adult Liver Carcinoma
ADAM10	Uveal melanoma
ADAM10	Childhood Hodgkin Lymphoma
ADAM10	Pancreatic carcinoma
ADAM10	Adult Glioblastoma
ADAM10	Liver and Intrahepatic Biliary Tract Carcinoma
ADAM10	Squamous cell carcinoma of esophagus
ADAM10	Conventional (Clear Cell) Renal Cell Carcinoma
ADAM10	Squamous cell carcinoma of the hypopharynx
ADAM10	Childhood Glioblastoma
ADAM10	Cervix carcinoma
ADAM10	Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse
ADAM10	Malignant neoplasm of liver
ADAM10	Malignant neoplasm of pancreas
ADAM10	Squamous cell carcinoma of tongue
ADAM10	Malignant neoplasm of prostate
ADAM10	Carcinoma of larynx
ADAM10	Prostate carcinoma
ADAM10	Breast Carcinoma
ADAM10	Secondary malignant neoplasm of lymph node
ADAM10	Colon Carcinoma
ADAM10	Stomach Carcinoma
ADAM10	Carcinoma of bladder
ADAM10	Central neuroblastoma
ADAM10	Malignant neoplasm of kidney
ADAM10	Malignant Pleural Mesothelioma
ADAM10	ovarian neoplasm
ADAM10	Lymphangiosis carcinomatosa
ADAM10	Malignant neoplasm of ovary
ADAM10	Mammary Neoplasms, Human
ADAM10	Familial multiple trichoepitheliomata
ADAM10	Stage IV Skin Melanoma
ADAM10	Childhood Leukemia
ADAM10	Renal carcinoma
ADAM10	Glioblastoma Multiforme
ADAM10	HER2-positive carcinoma of breast
ADAM10	Liver carcinoma
ADAM10	Triple Negative Breast Neoplasms
ADAM10	cervical cancer
ADAM10	Childhood Neuroblastoma
ADAM10	Mammary Carcinoma, Human
ADAM10	Mantle cell lymphoma
ADAM10	Carcinoma, Ovarian Epithelial
ADAM10	Malignant neoplasm of colon and/or rectum
ADAM10	Triple-Negative Breast Carcinoma
ADAR	Astrocytoma
ADAR	Blast Phase
ADAR	Malignant neoplasm of breast
ADAR	Squamous cell carcinoma
ADAR	Malignant tumor of cervix
ADAR	Colorectal Carcinoma
ADAR	Glioblastoma
ADAR	Glioma
ADAR	Hemangioma
ADAR	leukemia
ADAR	Chronic Lymphocytic Leukemia
ADAR	Leukemia, Myelocytic, Acute
ADAR	Myeloid Leukemia, Chronic
ADAR	Malignant neoplasm of stomach
ADAR	melanoma
ADAR	Multiple Myeloma
ADAR	Nephroblastoma
ADAR	Acute leukemia
ADAR	Adenocarcinoma of lung (disorder)
ADAR	Esophageal carcinoma
ADAR	Teratocarcinoma
ADAR	Cervical Intraepithelial Neoplasia
ADAR	Adult Liver Carcinoma
ADAR	Lip and Oral Cavity Carcinoma
ADAR	Malignant neoplasm of lung
ADAR	Metastatic melanoma
ADAR	Liver and Intrahepatic Biliary Tract Carcinoma
ADAR	Squamous cell carcinoma of esophagus
ADAR	Cervical Squamous Cell Carcinoma
ADAR	Cervix carcinoma
ADAR	Malignant neoplasm of liver
ADAR	Malignant neoplasm of esophagus
ADAR	Prostate carcinoma
ADAR	Breast Carcinoma
ADAR	Carcinoma of lung
ADAR	Secondary malignant neoplasm of lymph node
ADAR	Stomach Carcinoma
ADAR	Mammary Neoplasms, Human
ADAR	Primary malignant neoplasm of lung
ADAR	Enchondroma
ADAR	CML progression
ADAR	Liver carcinoma
ADAR	Triple Negative Breast Neoplasms
ADAR	cervical cancer
ADAR	Mammary Carcinoma, Human
ADAR	Carcinoma, Ovarian Epithelial
ADAR	Malignant neoplasm of colon and/or rectum
ADAR	Triple-Negative Breast Carcinoma
ADARB1	Astrocytoma
ADARB1	Malignant neoplasm of breast
ADARB1	Malignant neoplasm of endometrium
ADARB1	Non-Small Cell Lung Carcinoma
ADARB1	Colorectal Carcinoma
ADARB1	Glioblastoma
ADARB1	Glioma
ADARB1	Hodgkin Disease
ADARB1	Malignant neoplasm of stomach
ADARB1	Adenocarcinoma of lung (disorder)
ADARB1	Ki-1+ Anaplastic Large Cell Lymphoma
ADARB1	Malignant neoplasm of lung
ADARB1	Adult Glioblastoma
ADARB1	Squamous cell carcinoma of esophagus
ADARB1	Childhood Glioblastoma
ADARB1	Malignant neoplasm of liver
ADARB1	Endometrial Carcinoma
ADARB1	Secondary malignant neoplasm of liver
ADARB1	Breast Carcinoma
ADARB1	Carcinoma of lung
ADARB1	Stomach Carcinoma
ADARB1	Primary malignant neoplasm of lung
ADARB1	Hepatocarcinogenesis
ADARB1	Glioblastoma Multiforme
ADARB1	Liver carcinoma
ADARB1	Childhood Astrocytoma
ADARB1	Malignant neoplasm of colon and/or rectum
ADARB2	Astrocytoma
ADARB2	Colorectal Carcinoma
ADARB2	Glioblastoma
ADARB2	Glioma
ADARB2	Leukemia, Myelocytic, Acute
ADARB2	Adult Glioblastoma
ADARB2	Childhood Glioblastoma
ADARB2	ovarian neoplasm
ADARB2	Glioblastoma Multiforme
ADARB2	Childhood Astrocytoma
ADCY1	Astrocytoma
ADCY1	Carcinoma, Papillary
ADCY1	Colorectal Carcinoma
ADCY1	Small cell carcinoma of lung
ADCY1	Adenocarcinoma of rectum
ADCY1	Papillary thyroid carcinoma
ADCY1	Malignant neoplasm of lung
ADCY1	Carcinoma of lung
ADCY1	Primary malignant neoplasm of lung
ADCY1	mucosal melanoma
ADCY1	Childhood Astrocytoma
ADCY1	Malignant neoplasm of colon and/or rectum
ADCY2	Glioma
ADCY2	Neuroblastoma
ADCY2	Central neuroblastoma
ADCY2	Childhood Neuroblastoma
ADCY3	Colorectal Carcinoma
ADCY3	Malignant neoplasm of stomach
ADCY3	Breast Carcinoma
ADCY3	Stomach Carcinoma
ADCY5	Anaplastic carcinoma
ADCY5	Carcinoma, Spindle-Cell
ADCY5	Undifferentiated carcinoma
ADCY5	Mammary Carcinoma, Animal
ADCY5	Liver carcinoma
ADCY6	Thyroid Nodule
ADCY7	leukemia
ADCY7	Leukemia, Myelocytic, Acute
ADCY7	Acute Promyelocytic Leukemia
ADCY7	Acute Myeloid Leukemia, M1
ADCY7	Childhood Leukemia
ADCY7	Acute Myeloid Leukemia (AML-M2)
ADCY8	Colorectal Carcinoma
ADCY8	Glioma
ADCY8	Neurofibromatosis 1
ADCY8	Breast Carcinoma
ADCY9	Malignant tumor of colon
ADCY9	Acute Promyelocytic Leukemia
ADCY9	Breast Carcinoma
ADCY9	Colon Carcinoma
ADCYAP1	Malignant tumor of colon
ADCYAP1	Non-Small Cell Lung Carcinoma
ADCYAP1	Carcinoma, Papillary
ADCYAP1	Malignant tumor of cervix
ADCYAP1	Glioblastoma
ADCYAP1	Glioma
ADCYAP1	insulinoma
ADCYAP1	leukemia
ADCYAP1	Multiple Myeloma
